Q7TQR7,pS6_DE_100mM_CPD,2.5533521118906,1.68500385135615e-07
E9Q9Z6,pS6_DE_100mM_CPD,1.75875307077099,4.75688097656695e-05
Q8VFA6,pS6_DE_100p_2m2t,-2.74922485214178,5.60020290103889e-40
Q924X8,pS6_DE_100p_2m2t,-3.39528642438996,5.2994124089792e-32
Q60878,pS6_DE_100p_2m2t,-1.72160687690463,6.01851514172015e-30
Q7TS17,pS6_DE_100p_2m2t,-2.15061340377846,4.50975216801344e-21
E9Q438,pS6_DE_100p_2m2t,-2.50307822615769,5.19318822539221e-21
Q8VG28,pS6_DE_100p_2m2t,-2.82319841125073,1.17139738991272e-20
E9PV79,pS6_DE_100p_2m2t,-1.98654811174024,2.88685920355055e-20
Q8VGI6,pS6_DE_100p_2m2t,-2.9438151042458,1.23137713264968e-17
Q8VFA4,pS6_DE_100p_2m2t,-2.31538555325601,5.56134461179166e-17
A2ASV3,pS6_DE_100p_2m2t,-2.03426019387408,6.49791483792231e-17
Q7TRM9,pS6_DE_100p_2m2t,-1.90343260073961,1.63050240714481e-15
E9Q550,pS6_DE_100p_2m2t,-2.30840415152033,1.95131375289964e-15
A2RTP5,pS6_DE_100p_2m2t,-1.45029084309078,4.25534086748153e-15
Q8VG43,pS6_DE_100p_2m2t,-2.53609334821528,1.18902115031943e-14
Q8VGC8,pS6_DE_100p_2m2t,-1.95985691904037,2.41088555789303e-14
E9Q1P2,pS6_DE_100p_2m2t,-2.08729655010633,4.04848267059696e-14
Q8VFZ5,pS6_DE_100p_2m2t,-3.27074350598666,1.03392758721068e-13
L7N475,pS6_DE_100p_2m2t,-3.02060277291342,1.54701481426866e-13
Q8VH17,pS6_DE_100p_2m2t,-2.24630057269909,2.30464644119218e-13
Q5NC45,pS6_DE_100p_2m2t,-2.5674719261136,4.04936190384784e-13
L7N224,pS6_DE_100p_2m2t,-2.34028010574511,4.09703583546411e-13
Q8VGM9,pS6_DE_100p_2m2t,1.47527135024076,5.95463144992793e-13
A2RTN7,pS6_DE_100p_2m2t,-1.20204626898357,1.02518386376307e-12
Q8VFM9,pS6_DE_100p_2m2t,-1.95104368179196,2.14688982525437e-12
A2ATG2,pS6_DE_100p_2m2t,1.93447853051111,2.23046995842633e-12
Q8VGZ6,pS6_DE_100p_2m2t,-2.60048844527633,2.72727536204398e-12
Q920Z0,pS6_DE_100p_2m2t,-2.27628348559498,6.81379973749627e-12
E9PYY9,pS6_DE_100p_2m2t,-2.05966453036336,2.2705783186253e-11
Q8VEZ6,pS6_DE_100p_2m2t,-2.30388766934085,2.57226430955375e-11
Q7TRR4,pS6_DE_100p_2m2t,-2.75750312149278,2.87908817774354e-11
Q8VGN2,pS6_DE_100p_2m2t,1.5035662567473,4.00882477617309e-11
E9Q0Y7,pS6_DE_100p_2m2t,-2.46996131955768,4.0497183395755e-11
Q8VF55,pS6_DE_100p_2m2t,-2.13506053696912,4.35514760982827e-11
Q8VG01,pS6_DE_100p_2m2t,-2.05510525908471,5.82087292089142e-11
Q7TQV1,pS6_DE_100p_2m2t,-1.61324166555147,7.01242200505991e-11
Q8VFM3,pS6_DE_100p_2m2t,-2.124116454677,8.71899015632899e-11
E9Q542,pS6_DE_100p_2m2t,-2.2905819078797,1.16580842043606e-10
Q5SZZ8,pS6_DE_100p_2m2t,-2.02383025652073,1.26826609538002e-10
A0A0B4J1M2,pS6_DE_100p_2m2t,-1.46298346269646,1.61737067204579e-10
Q62007,pS6_DE_100p_2m2t,-2.08719690195703,1.6214722447408e-10
Q5SW49,pS6_DE_100p_2m2t,-2.23396759597205,2.03506615510041e-10
Q8VFE4,pS6_DE_100p_2m2t,-2.23157643138612,2.07952672217582e-10
Q8VGL1,pS6_DE_100p_2m2t,-1.75535459452041,2.40884039420009e-10
Q8VH21,pS6_DE_100p_2m2t,-2.29931259134906,2.41115188318077e-10
P23275,pS6_DE_100p_2m2t,-1.22885868925714,2.52370083870526e-10
Q8VGW8,pS6_DE_100p_2m2t,-1.60539244314913,2.62651280324644e-10
W4VSP0,pS6_DE_100p_2m2t,-2.12187807416616,3.48812382709637e-10
Q8VFI4,pS6_DE_100p_2m2t,-2.03039828042971,4.29672155641853e-10
Q7TQS4,pS6_DE_100p_2m2t,-2.47957973888832,4.36914741625114e-10
Q9EPG6,pS6_DE_100p_2m2t,-1.89641304027087,7.75695972426569e-10
Q7TQU7,pS6_DE_100p_2m2t,-2.98810275053017,1.04804923446486e-09
Q8VFG4,pS6_DE_100p_2m2t,-2.00332635784587,1.4599233523547e-09
Q8VFL0,pS6_DE_100p_2m2t,-2.31361518478302,1.47915772655277e-09
Q8VFA8,pS6_DE_100p_2m2t,-1.639197325975,1.51192467412379e-09
Q8VGJ1,pS6_DE_100p_2m2t,-2.11721379004898,1.81437079730114e-09
Q8VFA3,pS6_DE_100p_2m2t,-2.50751048586367,2.21510517215167e-09
L7MU75,pS6_DE_100p_2m2t,-2.18798642266868,3.01043117841644e-09
Q5SZS9,pS6_DE_100p_2m2t,-2.15495211111673,3.34514846775558e-09
A0A0R4J0M0,pS6_DE_100p_2m2t,-1.39653045906287,3.47401961551023e-09
K9J725,pS6_DE_100p_2m2t,-2.22325280094993,3.97914332688906e-09
Q8VFE3,pS6_DE_100p_2m2t,-1.92594536863352,4.74218603384976e-09
E9Q8X1,pS6_DE_100p_2m2t,-2.57391115401454,6.20378208191666e-09
Q8VGU9,pS6_DE_100p_2m2t,-1.93862421295904,6.64701846534192e-09
E9Q4J3,pS6_DE_100p_2m2t,-2.89387926779954,7.35907952489935e-09
Q6UAH1,pS6_DE_100p_2m2t,-2.09522274417853,7.47457791053206e-09
Q8VGY4,pS6_DE_100p_2m2t,-1.97231649489747,7.86572615037841e-09
A2ATA0,pS6_DE_100p_2m2t,-2.23304011629126,9.40072136103111e-09
B1ARV2,pS6_DE_100p_2m2t,-2.17713605665565,1.00104068125131e-08
Q8VGX0,pS6_DE_100p_2m2t,-1.93865845204255,1.0487938210064e-08
